package_id,seq_in_package,task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
EQ_PKG_18,100,E2-QA-11_Central-Mariano_Roque_Alonso,E2,qa_modelo,distrito,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,E2-SENS-11_Central-Mariano_Roque_Alonso,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_18,101,E3-MIDIA-11_Central-Mariano_Roque_Alonso,E3,midia_tecnica_local,distrito,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,E2-QA-11_Central-Mariano_Roque_Alonso,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_18,102,E3-QA-11_Central-Mariano_Roque_Alonso,E3,qa_midia,distrito,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,E3-MIDIA-11_Central-Mariano_Roque_Alonso,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_18,103,E4-TEXTO-11_Central-Mariano_Roque_Alonso,E4,redacao_profunda_distrital,distrito,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,E3-QA-11_Central-Mariano_Roque_Alonso,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_18,104,E4-QA-11_Central-Mariano_Roque_Alonso,E4,qa_editorial_distrital,distrito,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,E4-TEXTO-11_Central-Mariano_Roque_Alonso,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_18,105,E1-CIT-11_Central-Nemby,E1,citacao_linha_a_linha,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_18,106,E1-INDIC-11_Central-Nemby,E1,indicadores_oficiais_granulares,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E1-CIT-11_Central-Nemby,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_18,107,E1-QA-11_Central-Nemby,E1,qa_evidencia,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E1-INDIC-11_Central-Nemby,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_18,108,E2-MODEL-11_Central-Nemby,E2,calibracao_notas_AE,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E1-QA-11_Central-Nemby,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_18,109,E2-GSS-11_Central-Nemby,E2,gss_reproduzivel,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E2-MODEL-11_Central-Nemby,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_18,110,E2-SENS-11_Central-Nemby,E2,sensibilidade_3_cenarios,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E2-GSS-11_Central-Nemby,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_18,111,E2-QA-11_Central-Nemby,E2,qa_modelo,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E2-SENS-11_Central-Nemby,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_18,112,E3-MIDIA-11_Central-Nemby,E3,midia_tecnica_local,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E2-QA-11_Central-Nemby,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_18,113,E3-QA-11_Central-Nemby,E3,qa_midia,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E3-MIDIA-11_Central-Nemby,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_18,114,E4-TEXTO-11_Central-Nemby,E4,redacao_profunda_distrital,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E3-QA-11_Central-Nemby,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_18,115,E4-QA-11_Central-Nemby,E4,qa_editorial_distrital,distrito,11_Central,Nemby,Departamentos/11_Central/Nemby,E4-TEXTO-11_Central-Nemby,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_18,116,E1-CIT-11_Central-Nueva_Italia,E1,citacao_linha_a_linha,distrito,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_18,117,E1-INDIC-11_Central-Nueva_Italia,E1,indicadores_oficiais_granulares,distrito,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,E1-CIT-11_Central-Nueva_Italia,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_18,118,E1-QA-11_Central-Nueva_Italia,E1,qa_evidencia,distrito,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,E1-INDIC-11_Central-Nueva_Italia,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_18,119,E2-MODEL-11_Central-Nueva_Italia,E2,calibracao_notas_AE,distrito,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,E1-QA-11_Central-Nueva_Italia,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_18,120,E2-GSS-11_Central-Nueva_Italia,E2,gss_reproduzivel,distrito,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,E2-MODEL-11_Central-Nueva_Italia,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_18,121,E2-SENS-11_Central-Nueva_Italia,E2,sensibilidade_3_cenarios,distrito,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,E2-GSS-11_Central-Nueva_Italia,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_18,122,E2-QA-11_Central-Nueva_Italia,E2,qa_modelo,distrito,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,E2-SENS-11_Central-Nueva_Italia,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
